source_id,source,text,label,generation_type
articles_324,articles.csv,"London: Crude prices fell Thursday awaiting the release of official data on the levels of US commercial energy inventories for clues on demand in the worlds biggest oil consumer. US benchmark West Texas Intermediate (WTI) for delivery in November delivery dropped 63 cents to $46.01 a barrel from Wednesdays close. Brent North Sea crude for November delivery fell 18 cents to stand at $48.97 a barrel in London afternoon deals. The US Department of Energy will publish inventory data against a backdrop of market concern about a supply glut owing in part to weaker demand from China, the worlds biggest energy consumer. Prices had fallen Wednesday, as weak Chinese trade data and poor consumer spending numbers in the US added to a picture of a slowing global economy. Underpinning the bearish sentiment has been a forecast this week from the International Energy Agency that pointed to much slower oil demand growth next year. US crude inventories are meanwhile expected to have risen last week. A Bloomberg News survey showed stockpiles are expected to have increased by 2.58 million barrels in the week to October 9.",human,human
essays_1733_chunk1,essays_texts.csv,"label and controlled his career. But he lived with the paradoxes of black stardom. In late 1963, Cooke and his bandmates had tried to check into a hotel in Shreveport, Louisiana and been refused. They made a fuss, were arrested and jailed. A Change is Gonna Come was recorded in February 1964 in a session produced by Hugo Peretti and Luigi Creatore, and was quietly included on Cooke’s album Ain’t That Good News (1964). As Guralnick chronicled in Dream Boogie, after the session, Cooke played the song for Bobby Womack, who was Cooke’s protégé. Womack said the song sounded like death. On 22 December 1964, A Change Is Gonna Come was finally released as a single. Eleven days earlier, Cooke had been shot and killed at a Los Angeles motel, in what was later ruled a justifiable homicide. The song wasn’t a tremendous commercial hit; it topped out at number 31 on a Billboard chart in 1965. But it became an anthem of the Civil Rights movement and remains an enduring symbol of that era of protest. It was Cooke’s last, and perhaps most lasting, song. When a piece of art skews too heavily towards rhetoric or sloganeering, the effort often lands cold It is an unlikely protest song: it is not rough, angry, or street-level. The dramatic backing orchestration invokes glitzy nightclubs and movie palaces, not barricades and lunch-counter sit-ins. Cooke’s purest-of-the-pure voice slides through the strings and timpanis like a three-olive martini slides down your throat. The arrangement, by René Hall, builds and crests atop an obvious sense of its own importance. This is a big song, the production tells us. But when Cooke sings, he does so in an understated first person, narrating everyday scenes of injustice. Each verse culminates in a simple chorus in which Cooke repeats the eponymous line: ‘A change is gonna come.’ The invocation of potential, of change, is undeniable in the way Cooke lingers on the words ‘long’ and ‘know’, the way he revolves the phrase: It’s been a long a long time comin’ but I know-oh-oo-oh A change gonna come Oh yes it will It is both prayer and warning. One of the reasons it’s difficult to make successful art about social change is because people experience injustices as people, not as movements or policies or messages. When a piece of art forgets that and skews too heavily towards rhetoric or sloganeering, the effort often lands cold. What makes this song work isn’t Cooke’s vocal stylings or the timing of its release. It is so politically potent because it sounds so personal. Cooke stepped back from the royal ‘we’ and the broad metaphoric strokes that folk singers such as Dylan used to gather their audiences to the cause. He didn’t say: ‘Meet me in Alabama and we’ll do some civil disobedience to fight for our rights!’ He said: ‘I was born",human,human
articles_2180,articles.csv,"strong>LONDON; Former Wimbledon winner Marion Bartoli said Thursday she fears for her life after picking up a mystery virus which has caused dramatic weight loss.</strongThe 2013 champion from France, who has shocked fans with her skeletal appearance, was barred from playing in an invitational event at Wimbledon this week after doctors expressed fears over her health. Bartoli, 31, told a British daytime television show that the virus is so rare that medical experts have no name for it. Insisting that she is not anorexic, Bartoli said she can only eat organic salad leaves and cucumbers without skins. She added that she needs gloves when she uses her mobile phone as the virus has caused severe electro year washed cucumber with no skin.""I cannot process protein. I just drink and drink and drink to get everything out.""Bartoli said she respected the decision made by the Wimbledon doctors to withdraw her from the womens invitational doubles at the All England Club.""I was looking forward to it. I am happy when I am on court.""But the doctors told me that I couldnt play because of my health.""I understand that and respect the decision.""",human,human
articles_1403,articles.csv,"strong>LAHORE: The Federal government has been asked by the Pakistan Cricket Board (PCB) to decide on cricket teams departure to India for taking part in the World T20 Cricket 2016 in India after assurance from the Western Bengal Cricket.</strongPCB spokesperson Amjad Bhatti told the media men here Friday that the decision regarding Pakistan cricket teams departure to India lies with Ministry of Interior, adding that it would be clear by the end of the day whether Pakistan would participate in the cricket carnival in India or not. To a question, the spokesperson said, The PCB has communicated the written assurance from the Bengal Cricket Association vis vis security of the Pakistan Cricket team during the India yatra.He said the PCB has also conveyed the verbal assurances by the BCCI to the Interior Ministry. The Ministry of Interior would also consider the report by the Pakistan High Commission in India while making a decision by the eve.",human,human
yelp_293,yelp.csv,"The food was flavorful and plenty of it. Eating with only your fingers is quite fun - make your momma proud. My girlfriend won the best dish of the night - lentils and chicken and cabage/carrots. It all had kind of sweetish/bitterish/spicy flavor. I had the lamb and jalapeño dish, which was kind of greasy. You eat with your fingers and can scoop up the food with the bread they give you - a tartish type crepe, which goes well with the food. I'd be happy to go back and try something different. If you are used to frozen pizzas and Burger King, you might want to stick with that as this experience might bit be as enjoyable as those who are more open to what they consume.",human,human
articles_399,articles.csv,"KARACHI: Federal Finance Minister, Ishaq Dar on Monday said Pakistan has come a long way since 2013, as international institutions have commended the countrys economic progress.Addressing the 39th FPCCI Export Award ceremony here, the Finance Minister said economy, education, energy and anti-terrorism efforts precede the incumbent governments priority list.He said the Prime Minister has taken bold steps for restoring peace across the country including Karachi.Ishaq Dar said establishing economic discipline is the most difficult task.He said the rate of income tax collection has witnessed a rise of 16 percent over the past five months. We managed to put in place economic order in the country by pursuing effective policies, he added.The Finance Minister said the austerity measures were started from the Prime Ministers House.He said the scope of Benazir Income Support programme is being enhanced to three million families.",human,human
essays_1910_chunk2,essays_texts.csv,"for debate: they are truly, absolutely, utterly and completely wrong. Some feel that believing in God is just as clear-cut: on both sides are individuals who think the other point of view is truly, absolutely, utterly and completely wrong. I suppose if you feel this strongly, one way or the other, you know your moral duty, as Clifford would have it. I cannot reconcile the existence of God with evil. For me, God died with Anne Frank in Bergen-Belsen What about someone like me? Can I be so certain the other side is wrong? Like most reasonably sophisticated Christians, I take the Bible as a story of how a nomadic people came to recognise and refine their notions of their Creator. One can take the Old Testament in particular as an account of growth, from infancy through childhood to adulthood, until one has the loving God of the gospels: there are problems moving from the literal and the metaphorical and so on, but they can be worked out. On the other hand, I think certain things make the existence of God simply untenable. The very notion itself is confused – the God of the Christians is an uneasy amalgam of a Greek notion of the Divine, eternal and unchanging, and the Jewish God, personal and part of daily existence. What is more, I cannot reconcile the existence of God with evil. For me, God died with Anne Frank in Bergen-Belsen. Finally, I think all the stuff about faith is simply self-deception. On the other hand, I can see why some choose to believe. Why is there something rather than nothing? I am content to say I don’t know, but others are not, and when they say there must be a reason, I think they have a fair point. Equally, I am happy to accept that consciousness, sentience just happens, even though I cannot explain it – how can a computer made of meat think? But if the believer can make sense of consciousness only by invoking a deity, I cannot stop them from doing so, nor do I very much want to. And if someone says, sincerely, that the only way they can make sense of great evil is via religion, I don’t dismiss them as stupid or insincere. A process theologian, following Alfred North Whitehead, might argue that God has emptied Himself of His power – ‘kenosis’ – so He can suffer with us. Only by seeing a grieving God at the side of Anne Frank as she lay dying can we live and make sense of this life. This explanation might be incorrect – I think it is – but I am not going to say that someone who believes it is morally wrong. To be perfectly candid, I am groping my way forward here. But for me, belief in God would be immoral. In Clifford’s terms, I",human,human
yelp_8012,yelp.csv,"I have used Sandella's on three different occasions for catering lunches to business offices. Jeff ( owner) does a fantastic job at not only running a great business but also with the quality of food he prepares for customers and excellent customer service and catering as well. My offices that I bring lunch to love this food fare. It is a healthy alternative that many of my offices are craving after having so many lunches brought to them that weigh them down and make them feel like going to sleep after lunch. As a part of our healthcare community this food is something I feel confident about bringing to my colleges and offices that I visit. It taste great, it is made with only the best ingredient personally selected by Jeff and it is best of all , healthy.",human,human
articles_451,articles.csv,"strong>LAHORE: Prime Minister Nawaz Sharif has announced Rs5 per litre cut in petroleum product prices with effect from February 01.</strongThe Premier announced reduction in the prices of petrol, diesel and kerosene while talking to media here Saturday after holding condolences with Mian Amir Mehmood on the sad demise of his father at his residence in Model Town. PM Nawaz stressed the need for accelerating implementation on some clauses of National Action Plan (NAP).He said Karachi has witnessed noticeable improvement in law and order situation after launch of operation against miscreants. Nawaz Sharif added it was Pakistan's own initiative to defuse tension between Iran and Saudi Arabia. It may be noted here that the Oil and Gas Regulatory Authority (Ogra) has recommended to the government to make a big cut in oil prices, hinting that in the international market its prices may go further down in the wake of increased oil supply, as Iran is also going to join the international market after lifting of sanctions on it. The authority has recommended Rs7.56 per litre reduction in petrol which is widely used in cars and motorcycles owned by middle class commuters. The price of high-speeddiesel (HSD), mostly used in mass transportation and agriculture, could also be cut by Rs11 per litre (13.6 per cent). The price of light diesel oil (LDO), an industrial fuel, may be cut down by Rs8.17 per litre.",human,human
articles_862,articles.csv,"strong>KARACHI: Pakistani nation is ready to walk in the right directions with the help of countrys first indigenously developed digital mapping solution.</strongThe countrys largest tracking solutions provider TPL Trakker has launched TPL Maps, created using state the time intelligent routing, live traffic updates, turn turn navigation options and smart search amongst a host of other features. Briefing about the digital maps, Ali Jameel, CEO, TPL Trakker Ltd. Stated, TPL Maps have been developed indigenously and I firmly believe that these localized mapping solutions will provide a holistic navigational experience to people all over Pakistan, and added Globally, maps have taken the center stage for e Baltistan as a part of Pakistan. Companys Product Manager Asim Mushtaq and the Head of Maps Adeel Hashmi were also present at the occasion and briefed the media. Adeel Hashmi said that with over 22,000 hours of research, TPL Maps have been developed with data collected over the last 15 years by a dedicated team of over 100 IT &amp; GIS analysts who have worked diligently to make these maps a reality.TPL Trakker aims to add further innovation and exciting features in upcoming releases, he added. Asim Mushtaq said the TPL Maps boost of 1.5 million points interest (POIs)  this is the highest number of POIs compared to any other mapping service in Pakistan.With close to a million housing addresses, the largest collection of housing data ever recorded, TPL Maps have approximately 1,000 3D building models and approximately 300,000 kilometers of road network mapped across the country, he concluded. TPL Maps app can be downloaded from Google Play Store and Apple App Store.",human,human
yelp_1053,yelp.csv,"I was looking into gyms around the area. Upon entering I was greeted by the front desk guy. I asked about memberships and then he said, ""Sorry we are sold out"". I stood there stunned. Then he snickered, ""Just kidding"". Trying to be a good sport I went with it. Next came the young sales guy. He was personable - at first anyways. Showed me around the gym and I was interested in joining. Next we went over to the childcare area since I have a little one. Children were in the room however the two girls monitoring the room were chatting it up with one another and ignoring the kids. Bad sign. I asked the girls if they were CPR certified and had fingerprinting and background checks. The world stopped for just a moment and they stared at me. I had interrupted their important conversation. Then they were both saying, ""Yeah, like, well, um, no, I mean yes,"". In other words, no straight answers. We sat at the sales guy's desk and the wheeling and dealing began. I felt like I was purchasing a new car. ""If you choose option A, you then can go to all the gyms."" ""If you choose option B, then only here"" . The whole time I could see the children's area and the kids were being completely ignored (and we are talking very little children). When I told the sales man I needed to think about it he switched into some type of Dr. Jekyll, Mr. Hyde routine. ""Well you only have today to make a decision, after that no price guarantee!!!"" From there he was down right rude. I walked out of there thinking what the heck just happened. Like Sarah G, I felt horrible when I left this gym. It was an awful experience. Ended up getting a membership at Tangible Fitness on 7th Street. They don't have the same amenities however it is locally owned, and the people are very nice there.",human,human
yelp_6934,yelp.csv,"Service, awesome. Food, spectacular. Price, unbeatable. I can't tell you how many times this restaurant has saved my life. Richard is very understanding when I come in completely hung over, and knows to put extra kimchi in my side dishes. Also, in terms of the local ""$20 all you can eat"" sushi specials, this is the only place that ever pops into my head as a place I need to go. Their sushi chef if spectacular and super friendly so it's always a nice time sitting at the bar. They have a special lunch menu that is served only during the week, so you can expect the dinner menu on Saturday and Sunday regardless of the time you go. Both menus are amazing, it's just that the menus are slightly different in their options so if you have a specific craving (and I often do) you might have to concede to something different once you get there. It's mildly annoying, but the food never disappoints so I let it go. Try it, you wont be disappointed.",human,human
essays_1548_chunk2,essays_texts.csv,"of national, cultural, and racial exceptionalism. Was the US always destined (as its 19th-century ideologues believed) to occupy the middle swath of the North American continent, from sea to shining sea? Or is its national geography the result of a series of decisions and compromises – some of which, if reversed, could have led to a different outcome? The latter view leaves more space for analysis, more chance to examine how power worked during expansion; it’s also the realm of counterfactuals. ‘Native American societies have robust resistance to Old World diseases at the time of contact with Europeans in the 15th century’ One of the fundamental premises of the new pro-counterfactualists is this: just as there are good and bad ways to write standard histories, so too there are good and bad ways to put together a counterfactual. The historian Gavriel Rosenfeld at Fairfield University in Connecticut is working on an edited collection of Jewish alternative histories, and maintains a blog called the Counterfactual History Review, where he aggregates and analyses examples of counterfactualism in public discourse, many of which relate to the Nazi period: Amazon’s recent adaptation of Philip K Dick’s novel The Man in the High Castle (1962); the US presidential candidate Ben Carson’s argument that the Holocaust could have been prevented if Jewish people were better armed; and, yes, the ‘Killing Baby Hitler’ kerfuffle. Rosenfeld argues that a counterfactual’s point of departure from the actual timeline has to be plausible; in other words, it’s much more productive, analytically speaking, to speculate about a situation that was likely to come about, than one that is completely improbable. He also cites a ‘minimal rewrite rule’ that asks the speculator to think about only one major point of divergence, and not to assume two or more big changes in an alternative timeline. The historian Timothy Burke at Swarthmore College in Pennsylvania teaches a seminar on the topic, and wrote on his blog about a class project in which he gave groups of students counterfactual scenarios (‘Mary Wollstonecraft does not die after the birth of her daughter but in fact lives into old age’; ‘Native American societies have robust resistance to Old World diseases at the time of contact with Europeans in the 15th century’) and asked them to game out the scenario in stages. The experience shows students how to use both direct and contextual evidence from our own timeline to support counterfactual assertions. A good counterfactual scenario must be generated with attention to what’s actually known – about the setting, the time, or the people involved. The closer the counterfactual can hew to actual historical possibility, the more plausible it can be judged to be. The end result should be a counterfactual that is relatively close to the given historical record, and offers a new way to think about the period under discussion. Looked at this way, the exercise",human,human
essays_2155_chunk9,essays_texts.csv,"and what is going on. Humans are not simply social beings but political ones. From playgrounds to corridors of power, they are constantly forming, modifying, ending and generally complicating alliances. Stable cues that signal alliance, such as speech traits or styles of dress, offer regularities that help people orient themselves in the social whirl. Race might be one such cue, but Cosmides, Tooby and Kurzban’s experiments from 2001 show that it does not necessarily carry the weight its salience as a social issue would suggest. People do indeed seem to categorise each other by race automatically. Even so, the experimenters were able to downgrade it as a category in a matter of minutes by using neutral colours as markers. When people were told that individuals wearing grey or yellow shirts belonged to two groups, they relied much more heavily on the shirts than the ethnic appearance of the wearers to decide which group they belonged to. Other researchers have reported that accent also trumps race. Young children choosing friends seem to prefer children of other races who speak with the same accent to children of the same race who speak with a different one. Those American findings might seem familiar to people living in Britain, where the Union flag erased visible ethnic differences between the Olympic athletes of Team GB last summer, and young Londoners of all kinds of heritage share an accent peculiar to their singularly diverse city. Although people are hazy about what Britishness is, the vast majority of them no longer think it depends on race. At the same time, many of them mistrust Muslims and consider immigrants unwelcome. The great British in-group has reinvented both itself and its others. It is a much fairer nation than it was, inclusive to a degree unimaginable a generation or two ago. But in recomposing its coalitions, it inevitably sets up the potential for new biases and unfairness. Perhaps we simply have to accept that the relationship between us and them is always a work in progress.",human,human
yelp_5557,yelp.csv,"Wanting to purge my guilt for constantly demanding one of my suburban friends to come downtown whenever we go out, I recently dragged another CenPho friend out to suburbia so we could pay him a visit in his homeland for once. San Tan Brewery was our chosen destination. Will I ever come out here again? No, unless guilt once again consumes me. Would I come back if I lived in Chandler? Sure. (What choice would I have?) The food (an Aegean Stuffed Burger with fries) was good. The beer was even better. The service was annoyingly slow due either to understaffing or inattentiveness. The crowd was large and the place was packed when we arrived around 9:30, but at 11:30 (on a Friday night) it completely cleared out.",human,human
essays_294_chunk1,essays_texts.csv,"and Martin Heidegger for a more accessible style of philosophical language that paused to consider historical realities as fully fledged philosophical objects. Auschwitz and Hiroshima, in particular, with their mass-production of deaths on an industrial scale, marked turning points in Anders’s thinking. These catastrophes had been made possible by the progress of science and technology, progress that had brought the very existence of our world into jeopardy. The advent of the nuclear age had transformed peace into the perpetual preparation for war, and, in an interesting reversal of Carl von Clausewitz’s dictum that war is a continuation of politics by other means, threatened to cancel politics altogether by ensuring the mutual destruction of the belligerents. Anders deplored tacticians’ and politicians’ collective blindness, their unconsciousness in seeking to instrumentalise the threat of annihilation for political purposes – a gamble that relied on their very ignorance. In the early 1940s, he wrote (translations from the French my own): None of us has a knowledge commensurate with what an atomic war could be … which means that, in this field, no one is competent and that the apocalypse is therefore, by essence, in the hands of the incompetent. The modern use of nuclear power had blurred the distinction between civilian and military, and rendered the possibility of disaster omnipresent. A threshold had been irredeemably crossed when mankind deliberately hung a sword over its head and created the conditions for its self-annihilation. For Anders, the disasters of the 20th century were simply the logical outcome of a pernicious process that had already been underway for many years, involving the gradual exclusion of mankind from all production processes – and, ultimately, from the world created by those processes. The real catastrophe in this regard, which Anders hoped to make ‘visible for the first time’, lay in the transformation of the human condition, a transformation that had become as naturalised and imperceptible as it was destructive. ‘The atom bomb,’ he argued, was ‘thus the ultimate emblem of an unearthly, unsettling and haunting force channelled by complex technological objects: it illuminates that the more “our” technological power grows, the smaller we become; the more unconditional and unlimited the capability of machines, the more conditional our existence; the more machines connect us by virtue of their very existence, the more we are also singled out as being expendable and inadequate.’ Günther Anders on his way to Hiroshima in 1958. Photo courtesy the Austrian National Library and Günther Anders Archive. Like his first wife, the philosopher Hannah Arendt, Anders paused to reflect on the retreat of human morality, and on man’s ability to suspend his ability to reflect, to take leave of his sensitivity and empathy. No task was more pressing than examining those processes ‘inscribed at the very heart of our technical modernity’, which meant that ‘the repetition of the monstrous is not only possible, but it is",human,human
articles_2299,articles.csv,"strong>MANCHESTER: England moved relentlessly towards a series disrupted third day of the second test in Manchester on Sunday.</strongThe hosts bowled out the Pakistanis for 198 before declining to enforce the follow best 254 on Saturday, pouched his fourth slip catch just before the interval, Yasir Shah, on one, becoming Chris Woakes's fourth victim of the innings. Captain Misbah Haq and Wahab Riaz defiantly added 60 for the ninth wicket before Misbah was caught by Alastair Cook at short fine leg off Moeen Ali for 52 and Riaz was last man out for 39.England led by 391 runs but Cook surprisingly decided not to make Pakistan bat again, preferring to give his bowlers a rest. Cook and Hales added 11 runs before rain halted play again and when the players returned Hales was caught by wicketkeeper Ahmed off Mohammad Amir for 24, another failure for the under test series by 75 runs at Lord's.",human,human
yelp_7897,yelp.csv,"This is the ONLY place my wife and I will buy furniture from, absolutely fantastic! My wife and I spent a better part of a month looking for a TV stand for our living room. Everything we came across was cheap and prefabricated. We stumbled on Sweet Potatoes while on our way home from another local store. The owner was extremely friendly and helpful. We found a couple things we liked but not the size we needed. The owner told us the pieces we were looking at are locally made and offered to call and see if they could custom make one. Not only did they agree but the price we were given was 200 dollars less than anything else we were looking at. We have since received the piece and could not be happier!",human,human
articles_1677,articles.csv,"strong>NEW DELHI: India will tour West Indies in July match test series which will mark the resumption of bilateral ties between them, the cricket boards announced on Saturday.</strongRelations between the two boards turned sour after a visiting Caribbean team pulled out midway through their 2014 tour of India over a protracted pay dispute with the West Indies Cricket Board (WICB).The Indian cricket board (BCCI) immediately suspended all planned Caribbean tours and demanded nearly $42 million in damages from its West Indian counterpart already grappling with a fund crunch and a players revolt.""BCCI is happy to resume their bilateral ties with WICB,"" BCCI secretary Anurag Thakur said in a statement, confirming all outstanding issues between the boards had been resolved.""We recognise that West Indies has a huge role to play in the development of cricket and we are happy to support their endeavours.""BCCI president Shashank Manohar confirmed in an interview last week that India had dropped the damages claim. Dates and venues of the series was not disclosed but any contest against India translates into significant television revenue.""We are extremely delighted that concerns which arose due to the incomplete tour have been addressed and would like to thank BCCI for reviving our ties,"" WICB president Dave Cameron said in a statement.""West Indies cricket appreciates the support of BCCI and the cricket loving fans of the islands keenly look forward to witness some exciting contests between the two teams.""Leading West Indian players nearly pulled out of the World Twenty20 in India over the rumbling row with their board before Darren Sammy and his men went on to win the tournament in Kolkata earlier this month.",human,human
articles_1669,articles.csv,"strong>MANCHESTER: Manchester City survived a late grilling by Real Madrid thanks to goalkeeper Joe Hart as they held on for a 0 final for 45 years, Premier League City produced a cagey first times champions Real suffered a setback before kickoff when Cristiano Ronaldo, the leading scorer in this seasons competition with 16 goals, was ruled out with a thigh injury. His spark was badly missed in a turgid first half at Citys Etihad Stadium, but Real finally came alive after the break and the hosts needed two instinctive late saves from Hart to keep them in the hunt for the second leg at the Bernabeu next week.""Its too close to call at the moment,"" City captain Vincent Kompany said. ""We couldnt have wished for more. We have 90 minutes left and well look forward to next week. ""Neither side managed a shot on target in the opening 45 minutes, but Real gradually upped their tempo after the break with Gareth Bale increasingly influential. The Welshman curled one effort wide and had a penalty appeal turned down before substitute Jese looped a header against the crossbar with Hart at full stretch. Hart saved a Casemiro header with his left foot and then shortly after Pepe looked certain to break the deadlock from point-blank range but Hart blocked the shot with his chest. City striker Sergio Aguero had a quiet night and their creative department was not helped when David Silva limped off with a hamstring injury after 40 minutes. Manager Manuel Pellegrini said he was unlikely to be fit for the return. The hosts did produce a late flurry after Raheem Sterling joined the fray from the bench, while Kevin De Bruynes inswinging free kick forced Keylor Navas into action.",human,human
essays_441_chunk3,essays_texts.csv,"desperation, with sex presented as transactional: love in an age of capitalism When Barker began writing erotica, Nin noted that the enterprise amused the poet; it was ‘much more humorous and inspiring than begging, borrowing or cajoling meals out of friends’. And here I was, sitting in a café opposite a friend, staring down at my sandwich, grill marks on its breaded top like leering teeth – a treat that would wreck this week’s accounts. The bill came. My friend put down a huge tip, cheerfully saying that he wanted to share his wealth now he was doing so well. I put down a few last coins from my purse and felt simply the poison of resentment. It shocked me. I reminded myself that he deserved his money; he was working hard. I was choosing to be poor, to embrace writing full-time. If only my erotica would hurry up and sell! (Just 10 copies had shifted to date, earning me £15.) I was used to that nervous backdrop hum over what the future might (or might not) hold. But now it became soprano-shrill, warning me I would need to reshape my life in the coming weeks. Money was a theme that dominated the romantic erotica I read for research, perhaps reflecting the impact of a decade of austerity. Many stories depicted heroines in a state of financial desperation, with sex presented as transactional: love in an age of capitalism. In Georgia Le Carre’s The Highest Bidder (2019), college student Freya is so broke that she joins an exclusive London club to auction off her virginity; there, she signs an NDA and struts out on stage, naked, while unseen male billionaires bid for her. Fortunately, she’s the subject of an intense bidding war, selling for £1 million, and doesn’t end up with an old git with ‘saggy, liver-spotted skin’, but a young man who looks like a ‘Greek God’ and whom she knows from her childhood. The rags-to-riches element gives these stories a Cinderella feel, but fairy godmothers are conspicuously absent, and alchemy and magic is achieved through the heroines’ debasement. It is, perhaps, a device to make them more sympathetic to the reader: their wretched poverty helps us understand why they might go through such humiliations, and this in turn gives us permission to find pleasure in their trysts. In Jade West’s Buy Me, Sir (2007), Melissa is 21, her parents are dead, and she juggles bringing up her baby brother while working as a cleaner for a law firm. She is determined to seduce Alexander Henley, the criminal lawyer who owns it; finding out that he has a thing for Debbie Harry, she dyes her hair blonde and makes a sexy video of herself masturbating for his ‘dealer’, the man who solicits women for him. The romantic heroes in these books have a peacock display of wealth: yachts, helicopters,",human,human
essays_1070_chunk5,essays_texts.csv,"left, from behind, or from any other direction. We are creatures of culture – we are indefatigable innovators, and we like to copy what those around us are doing The final workhorse of gesture is also the most abstract: the metaphors that people create with their hands. Many of the metaphors humans seem to favour are based on spatial images, and so they lend themselves well to the imagistic medium of gesture. The best-studied example of gestural metaphors are those used to represent time. People all over the world think of time as having concrete spatial properties. And they gesture accordingly, as though events had a certain ‘length’ or were located in different places. English speakers, for example, often imagine sequences either as a line stretching across their bodies – with past events to the left and future ones to the right – or as a path they are walking on – with past events behind them and future ones ahead. These particular metaphorical models, however, are not universal. Speakers of Aymara in the Andes point to a future that is not ahead but behind them. Mandarin speakers locate next week below last week. When Yupno speakers gesture about time, as my collaborators and I have documented, they locate the past downhill and the future uphill, no matter which way they are facing. A complete account of gestural universals and diversity would have to consider a number of other phenomena, too – how people use their hands and bodies to greet each other, to represent numbers, to ask questions, to beckon or dismiss, and to negotiate the conversational floor. Certainly, there is still a lot of work to be done to further document such behaviours. But a reasonable guess is that the punchline would be the same: gestures around the world exhibit constrained diversity. This, after all, is the primary moral that can be extracted from the best-studied workhorses of gestural communication. On the one hand, several general methods of gesturing – signalling ‘yes’ and ‘no’, pointing, depicting, conjuring metaphors in the air – appear to be universally used and in constrained ways. On the other, when we dig into the details of precisely how such methods are deployed, we find unexpected texture. This recurring pattern of constrained diversity should perhaps be unsurprising. People everywhere have the same bodily equipment to work with – our hands, arms and heads are basically the same, and they flex, bend and rotate in the same basic ways. We also have the same kinds of minds, which means we tend to notice and care about the same sorts of things. And we all have to solve similar communication problems – problems such as orienting attention, correcting misunderstandings, and posing questions. But we are also creatures of culture – we are indefatigable innovators, and we like to copy what those around us are doing. As",human,human
articles_2513,articles.csv,"strong>PANAMA CITY: Panama can remain a competitive financial center while cracking down on tax evaders and other criminals who have used the country to launder money, according to the panel formed by the government after the ""Panama Papers"" scandal broke in April.</strongThe five corruption legislation and tighten regulation of trusts.""The moment has come. The country can no longer postpone decision page report released on Monday. A leak in April of more than 11.5 million documents from the Panamanian law firm Mossack Fonseca, dubbed the Panama Papers, sparked outrage by showing how the rich in many countries go offshore to avoid paying taxes while working families pay theirs.""Panama is already acting on most of these issues, including strengthening the regulations that apply to trusts and aligning ourselves with international standards,"" Dulcidio de la Guardia, the country's economy minister, told Reuters in a telephone interview after the report was released. He said the budgets of financial regulatory agencies have already been raised as part of the effort. The report, which stressed the need for Panama to remain a magnet for banking and other service industries, calls for ""transparency in identifying the final beneficiary of legal and financial instrument"".This was a recommendation made by Nobel Prize corruption expert Mark Pieth, both of whom resigned from the panel in August, claiming that Panama would not promise to make its report public without first being vetted by the government. The official report went to President Juan Carlos Varela on Friday, before being released on Monday. Stiglitz and Pieth published findings of their own last week, saying that countries that fail to give up their secrecy jurisdictions should be cut off from the global financial system. The Panama Papers showed money was hidden in ways that law enforcement agencies could not detect. The culprits were not only tax dodgers, Stiglitz and Pieth said, but money launderers for a wide variety of criminal groups including a Russian child pornography ring. The official report calls for ""anti-corruption legislation that addresses acts performed by Panamanian nationals or economic groups established in Panama that directly or indirectly participate in the implementation of illegal activities in third countries.""",human,human
yelp_7678,yelp.csv,"Wow. If you're into owner-driven, husband-and-wife run, casual and unpretentious yet upper-class/comfortable ""fine"" environs, food, service, wine, and music (acoustic live music 3x/wk (with no cover!)), the kind of place where everyone talks to/welcomes everyone yet no one is nosy or cliquish, where the whole place cheerfully claps when Mrs Owner breaks a glass (and someone calls out ""it's earlier than that normally happens,""), free wi-fi, where you have a nice patio with heaters and a front-row Fountain view, wine by the bottle from their extensive retail collection or yours -- with just a $5 corkage (as well as a decent (7-9 reds and 7-9 whites selection by the glass for $7-$10), a great craft beer selection (Union Jack IPA!), couches, nice hightops, an l-shaped bar, great local artwork (also for sale), this will be your new favorite place. If you like stuffy, over-priced, boring, see-to-be-seen places with angry (or no) music, this place isn't for you. Second time here and Mr Owner greets me by name. Are you kidding?! Does that happen anymore? And when I say to him ""that's cool,"" someone else in the bar comments about how I must be new because that's just how they do it here. You can order anything off the menu from next door (Euro Pizza Cafe) for no up-charge. Amazing. Get the ""Dr Oz Sautéed Veggies."". Trust me. This place has a great vibe and one part of me hopes these positive reviews don't result in oppressive crowds, but on the other hand, something tells me they'd handle it with a smile and 5 star service. Get here. Just get here.",human,human
